Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group,Description_Length
The Mirror and the Light,Hilary Mantel,4.6,4.6,2968.0,7.99598047476376,1138.0,Shortlisted for the Women's Prize for Fiction 2020,Fiction Sagas | Historical Fiction | Literary Fiction,",#4,206 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in Fiction Sagas,#158 in Historical Fiction (Audible Audiobooks & Originals),#236 in Literary Fiction",4206.0,38 hours and 11 minutes,2291.0,Advanced Only,1,1,1,the mirror and the light,hilary mantel,1001+,50
The Mister,E. L. James,4.1,4.1,4442.0,8.399085102935908,1093.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the mister,e. l. james,1001+,0
The Moment of Lift: How Empowering Women Changes the World,Melinda Gates,4.6,4.6,1660.0,7.415175109613295,323.0,Winner of The Audiofile Earphones Award 2019 and Audiofile Best Audiobooks of The Year 2019.,Philanthropy & Charity | Women's Studies | Women Biographies,",#1,884 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Philanthropy & Charity,#6 in Women's Studies,#17 in Women Biographies",1884.0,7 hours and 54 minutes,474.0,Both,1,1,1,the moment of lift: how empowering women changes the world,melinda gates,1001+,92
The Monk Who Sold His Ferrari,Robin Sharma,4.6,4.6,7585.0,8.934059722248843,351.0,"Author Robin Sharma reads this international best-seller, allowing you to gain the wisdom and lessons from the original book while you commute. This abridged audiobook is one of Sharma Leadership International's all-time best-selling audio products.",Christianity (Books) | Spirituality | Spirituality (Books),",#22 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Christianity (Books),#2 in Spirituality (Audible Audiobooks & Originals),#6 in Spirituality (Books)",22.0,2 hours and 40 minutes,160.0,Both,1,1,1,the monk who sold his ferrari,robin sharma,1001+,249
The Montessori Toddler,Simone Davies,4.8,4.8,2350.0,7.762596048540069,1172.0,This guide offers a step-by-step plan that helps parents cultivate daily routines so that they can turn life with toddlers into a mutually rich time of curiosity and learning.,Homeschooling | Parenting Infants & Toddlers | Relationships,",#530 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Homeschooling,#4 in Parenting Infants & Toddlers,#19 in Relationships",530.0,7 hours and 22 minutes,442.0,Both,1,1,1,the montessori toddler,simone davies,1001+,175
The Murder of Roger Ackroyd,Hugh Fraser,4.6,4.6,2273.0,7.729295674310482,8735.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the murder of roger ackroyd,hugh fraser,1001+,0
The Murmur of Bees,Sofia Segovia,4.5,4.5,2648.0,7.88193748927207,837.0,From a beguiling voice in Mexican fiction comes an astonishing novel - her first to be translated into English - about a mysterious child with the power to change a family’s history in a country on the verge of revolution.,Small Town & Rural Fiction | Family Life Fiction | Historical Fiction,",#4,560 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#12 in Small Town & Rural Fiction,#62 in Family Life Fiction,#167 in Historical Fiction (Audible Audiobooks & Originals)",4560.0,14 hours and 20 minutes,860.0,Both,1,1,1,the murmur of bees,sofia segovia,1001+,222
The Mysterious Affair at Styles [Classic Tales Edition],Agatha Christie,4.1,4.1,2420.0,7.791935956938058,668.0,"Tragedy strikes at the estate at Styles. An old woman dies from what appears to be strychnine poisoning. The funny little Belgian, Hercule Poirot, is called in to investigate, though he appears to disregard every bit of damaging evidence. Has the great detective lost his touch?",Private Investigator Mysteries | International Mystery & Crime | Traditional Detective Mysteries,",#4,462 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Private Investigator Mysteries,#22 in International Mystery & Crime,#27 in Traditional Detective Mysteries",4462.0,6 hours and 22 minutes,382.0,Both,1,1,1,the mysterious affair at styles [classic tales edition],agatha christie,1001+,278
The Nameless Relationship,Preeti Shenoy,3.6,3.6,2203.0,7.698029170272805,233.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the nameless relationship,preeti shenoy,1001+,0
The Night Circus,Erin Morgenstern,4.4,4.4,7387.0,8.90761234131913,888.0,"Telling her tale with all the attention to detail that has led fans to compare her to such literary greats as H. G. Wells, Erin Morgenstern's world is as dark and thrilling as it is monochromatic.",Fantasy (Books) | Contemporary Fiction (Books) | Romance (Books),",#1,626 in Fantasy (Books),#4,329 in Contemporary Fiction (Books),#4,808 in Romance (Books)",,13 hours and 39 minutes,819.0,Both,1,1,1,the night circus,erin morgenstern,1001+,196
The Nightingale,Kristin Hannah,4.8,4.8,40958.0,10.620326845352862,323.0,"Two sisters. One must be brave. One should be afraid. Bravery, courage, fear, and love in a time of war. Despite their differences sisters Viann and Isabelle have always been close.",World War II Historical Fiction | War & Military Fiction | Women's Fiction,",#430 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in World War II Historical Fiction,#2 in War & Military Fiction,#7 in Women's Fiction",430.0,17 hours and 19 minutes,1039.0,Both,1,1,1,the nightingale,kristin hannah,1001+,181
The Notebook,Kate Nelligan,4.6,4.6,2400.0,7.783640596221253,469.0,"With echoes of The Bridges of Madison County, this tale explores the enduring power of love through the years and in the face of adversity.",Unknown,Unknown,,Unknown,,Both,1,0,0,the notebook,kate nelligan,1001+,139
The Obesity Code: Unlocking the Secrets of Weight Loss,Jason Fung,4.7,4.7,7616.0,8.938137870372788,690.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the obesity code: unlocking the secrets of weight loss,jason fung,1001+,0
The One,John Marrs,4.4,4.4,2329.0,7.753623546559746,888.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the one,john marrs,1001+,0
The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,4.5,4.5,2850.0,7.955425088912672,1172.0,"This is an audiobook for busy people. If you want less on your plate and more for your life and career, tune in to the #1 Wall Street Journal best seller, The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results. The ONE Thing will bring your life and your work into focus. Authors Gary Keller and Jay Papasan teach you the tricks to cut through the clutter, achieve better results in less time, dial down stress, and master what matters to you. Unabridged version includes:",Business Management | Personal Success in Business | Personal Success,",#160 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Business Management,#22 in Personal Success in Business,#40 in Personal Success",160.0,5 hours and 24 minutes,324.0,Both,1,1,1,the one thing: the surprisingly simple truth behind extraordinary results,gary keller,1001+,491
The Overdue Life of Amy Byler,Kelly Harms,4.3,4.3,4146.0,8.330140460246382,837.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the overdue life of amy byler,kelly harms,1001+,0
"The Phoenix Project: A Novel about IT, DevOps, and Helping Your Business Win 5th Anniversary Edition",Gene Kim,4.7,4.7,4185.0,8.339500903005945,836.0,"Five years after this sleeper hit took on the world of IT and flipped it on its head, the fifth anniversary edition of The Phoenix Project continues to guide IT in the DevOps revolution. In this newly updated and expanded edition of the best-selling The Phoenix Project, co-author Gene Kim includes a new afterword and a deeper delve into the Three Ways as described in The DevOps Handbook.",Unknown,Unknown,,Unknown,,Both,1,0,0,"the phoenix project: a novel about it, devops, and helping your business win 5th anniversary edition",gene kim,1001+,390
The Picture of Dorian Gray,Oscar Wilde,4.4,4.4,3613.0,8.192570471152173,569.0,Exclusively from Audible,LGBT Thrillers & Suspense | Psychological Thrillers | Classic Literature,",#3,166 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in LGBT Thrillers & Suspense,#45 in Psychological Thrillers,#164 in Classic Literature",3166.0,8 hours and 35 minutes,515.0,Both,1,1,1,the picture of dorian gray,oscar wilde,1001+,24
"The Pillars of the Earth: The Kingsbridge Novels, Book 1",Ken Follett,4.6,4.6,6915.0,8.84159284680318,323.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the pillars of the earth: the kingsbridge novels, book 1",ken follett,1001+,0
The Poisonwood Bible,Barbara Kingsolver,4.5,4.5,2126.0,7.662467815200237,1054.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the poisonwood bible,barbara kingsolver,1001+,0
"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,4.5,4.5,6733.0,8.814924599721019,888.0,Brought to you by Penguin.,Organisational Behaviour | Science | Personal Success,",#24 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Organisational Behaviour,#1 in Science,#10 in Personal Success",24.0,10 hours and 53 minutes,653.0,Both,1,1,1,"the power of habit: why we do what we do, and how to change",charles duhigg,1001+,26
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.5,4.5,11918.0,9.385889044482708,670.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the power of now: a guide to spiritual enlightenment,eckhart tolle,1001+,0
The Power of Your Subconscious Mind,Joseph Murphy,4.5,4.5,18381.0,9.819127203918054,99.0,"""The Power of Your Subconscious Mind"" will open a world of success, happiness, prosperity, and peace for you. It is one of the most brilliant and beloved spiritual self-help works of all time which can help you heal yourself, banish your fears, sleep better, enjoy better relationships and just feel happier. The techniques are simple and results come quickly. You can improve your relationships, your finances, your physical well-being.","New Thought Spirituality | Personal Success | Mind, Body & Spirit",",#30 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in New Thought Spirituality,#11 in Personal Success,#52 in Mind, Body & Spirit",30.0,7 hours and 13 minutes,433.0,Both,1,1,1,the power of your subconscious mind,joseph murphy,1001+,437
The Prince,Niccolo Machiavelli,4.3,4.3,2924.0,7.981049759665957,32.0,"""The Prince"" is a political treatise by Machiavelli that is not considered to be representative of the work published during his lifetime, but is the most remembered. The theories in this book describe methods that an aspiring prince can use to acquire the throne, or an existing prince can use to maintain his reign. These theories include defense and military, perceived reputation, generosity, cruelty versus mercy, gaining honors, fortune and a number of other discourses.",Philosophy History | Textbooks & Study Guides,",#1,696 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Philosophy History,#18,779 in Textbooks & Study Guides",1696.0,3 hours and 16 minutes,196.0,Both,1,1,1,the prince,niccolo machiavelli,1001+,476
The Princess Bride,William Goldman,4.6,4.6,3176.0,8.063692634269517,266.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the princess bride,william goldman,1001+,0
The Prophet,Khalil Gibran,4.4,4.4,1645.0,7.406103381237015,93.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the prophet,khalil gibran,1001+,0
The Psychopath Test,Jon Ronson,4.4,4.4,1990.0,7.596392304064196,323.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the psychopath test,jon ronson,1001+,0
The Qur'an: A New Translation by M. A. S. Abdel Haleem,M. A. S. Abdel Haleem - translator,4.6,4.6,2403.0,7.784889295655098,1003.0,"""Read! Your Lord is the Most Bountiful one who taught by the pen, who taught man what he did not know.""",Quran | Islam (Books),",#632 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Quran,#58 in Islam (Books)",632.0,19 hours and 15 minutes,1155.0,Both,1,1,1,the qur'an: a new translation by m. a. s. abdel haleem,m. a. s. abdel haleem - translator,1001+,103
The Rational Male,Rollo Tomassi,4.6,4.6,1972.0,7.587310506022615,836.0,"The Rational Male is a rational and pragmatic approach to intergender dynamics and the social and psychological underpinnings of intergender relations. The book is the compiled, 10-year core writing of author/blogger Rollo Tomassi from therationalmale.com.",Personal Success | Family & Relationships | Healthy Living & Wellness,",#717 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#133 in Personal Success,#267 in Family & Relationships,#409 in Healthy Living & Wellness",717.0,14 hours and 20 minutes,860.0,Both,1,1,1,the rational male,rollo tomassi,1001+,256
The Remaining,D. J. Molles,4.5,4.5,1894.0,7.546974117516527,668.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the remaining,d. j. molles,1001+,0
The Remains of the Day,Kazuo Ishiguro,4.4,4.4,1721.0,7.451241684987676,531.0,From the winner of the 2017 Nobel Prize for Literature,Historical Fiction | Literary Fiction | Historical Fiction (Books),",#1,164 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in Historical Fiction (Audible Audiobooks & Originals),#66 in Literary Fiction,#582 in Historical Fiction (Books)",1164.0,7 hours and 5 minutes,425.0,Both,1,1,1,the remains of the day,kazuo ishiguro,1001+,54
The Republic,Plato,4.5,4.5,1734.0,7.45876269238096,99.0,"The Republic (Greek: Πολιτεία, Politeia; Latin: Res Publica) is a Socratic dialogue, written by Plato around 375 BC, concerning justice (δικαιοσύνη), the order and character of the just city-state, and the just man. It is Plato's best-known work, and has proven to be one of the world's most influential works of philosophy and political theory, both intellectually and historically.",Greek & Roman Philosophy | Political Philosophy | Philosophy History,",#2,017 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Greek & Roman Philosophy,#7 in Political Philosophy,#10 in Philosophy History",2017.0,11 hours and 16 minutes,676.0,Both,1,1,1,the republic,plato,1001+,383
The Richest Man in Babylon,George S. Clason,4.5,4.5,8032.0,8.991313336173812,501.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the richest man in babylon,george s. clason,1001+,0
The Ride of a Lifetime: Lessons in Creative Leadership from the CEO of the Walt Disney Company,Robert Iger,4.7,4.7,3728.0,8.22389538017882,888.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the ride of a lifetime: lessons in creative leadership from the ceo of the walt disney company,robert iger,1001+,0
The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,4.6,4.6,2186.0,7.690286020676768,1172.0,Why can’t our political leaders work together as threats loom and problems mount? Why do people so readily assume the worst about the motives of their fellow citizens?,Conservatism & Liberalism | Church & State | Religious History,",#2,037 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Conservatism & Liberalism,#5 in Church & State,#6 in Religious History",2037.0,11 hours and 1 minute,661.0,Both,1,1,1,the righteous mind: why good people are divided by politics and religion,jonathan haidt,1001+,167
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.7,4.7,1976.0,7.589335823170617,1338.0,"Since its publication in 1960, William L. Shirer’s monumental study of Hitler’s German empire has been widely acclaimed as the definitive record of the 20th century’s blackest hours. The Rise and Fall of the Third Reich offers an unparalleled and thrillingly told examination of how Adolf Hitler nearly succeeded in conquering the world. With millions of copies in print around the globe, it has attained the status of a vital and enduring classic.",German History | World War II History | European History (Books),",#476 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in German History,#3 in World War II History,#11 in European History (Books)",476.0,57 hours and 11 minutes,3431.0,Both,1,1,1,the rise and fall of the third reich: a history of nazi germany,william l. shirer,1001+,448
The Road,Cormac McCarthy,4.3,4.3,3957.0,8.28349412616251,703.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the road,cormac mccarthy,1001+,0
The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,4.7,4.7,2749.0,7.919356190660617,762.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the road back to you: an enneagram journey to self-discovery,ian morgan cron,1001+,0
The Rosie Effect: Don Tillman 2,Graeme Simsion,4.3,4.3,3234.0,8.081784206935001,683.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the rosie effect: don tillman 2,graeme simsion,1001+,0
The Rosie Project,Graeme Simsion,4.5,4.5,14556.0,9.58582725656466,888.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the rosie project,graeme simsion,1001+,0
The Rudest Book Ever: Insanely Practical Ideas to Free Your Mind from All Bulls--t,Shwetabh Gangwar,4.5,4.5,2079.0,7.640123172695364,501.0,"Shwetabh Gangwar is a professional problem-solver - and he’s ace at it. For the past five years, people from all over the world have contacted him with their troubles, and he’s worked these out for them.",Self-Esteem | Personal Success | Personal Development & Self-Help,",#44 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Self-Esteem,#15 in Personal Success,#158 in Personal Development & Self-Help",44.0,4 hours and 51 minutes,291.0,Both,1,1,1,the rudest book ever: insanely practical ideas to free your mind from all bulls--t,shwetabh gangwar,1001+,203
The Rules of Magic,Alice Hoffman,4.5,4.5,1763.0,7.475339236566737,785.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the rules of magic,alice hoffman,1001+,0
The Runaway Bunny: Including: The Story of Babar & Goodnight Moon,Margaret Wise Brown,4.7,4.7,1663.0,7.416979621381154,398.0,"Runaway Bunny, The Story of Babar: The Little Elephant, and Goodnight Moon are national treasures and many of us remember them from our childhoods.",Unknown,Unknown,,Unknown,,Advanced Only,1,0,0,the runaway bunny: including: the story of babar & goodnight moon,margaret wise brown,1001+,147
The Science of Getting Rich,Wallace D. Wattles,4.3,4.3,2244.0,7.716460800176355,70.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the science of getting rich,wallace d. wattles,1001+,0
The Screwtape Letters,C.S. Lewis,4.7,4.7,3871.0,8.261526448396468,421.0,"The Screwtape Letters is the most engaging account of temptation, and triumph over it, ever written.",Christian Classic & Allegorical Fiction | Satire Fiction | Classic Literature,",#2,167 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Christian Classic & Allegorical Fiction,#5 in Satire Fiction,#106 in Classic Literature",2167.0,3 hours and 36 minutes,216.0,Both,1,1,1,the screwtape letters,c.s. lewis,1001+,100
"The Sea of Monsters: Percy Jackson, Book 2",Rick Riordan,4.7,4.7,3580.0,8.183397369998433,888.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"the sea of monsters: percy jackson, book 2",rick riordan,1001+,0
The Seat of the Soul: An Inspiring Vision of Humanity's Spiritual Destiny,Gary Zukav,4.6,4.6,1817.0,7.505492274737424,888.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the seat of the soul: an inspiring vision of humanity's spiritual destiny,gary zukav,1001+,0
"The Secret Commonwealth: The Book of Dust, Volume Two",Philip Pullman,4.7,4.7,2699.0,7.90100705199242,1093.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"the secret commonwealth: the book of dust, volume two",philip pullman,1001+,0
The Secret History,Donna Tartt,4.2,4.2,3105.0,8.041091003708633,1093.0,The smartest murder-mystery you will ever hear.,"Suspense | Literary Fiction | Crime, Thriller & Mystery (Books)",",#1,039 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Suspense,#59 in Literary Fiction,#1,232 in Crime, Thriller & Mystery (Books)",1039.0,22 hours and 4 minutes,1324.0,Both,1,1,1,the secret history,donna tartt,1001+,47
The Selfish Gene,Richard Dawkins,4.6,4.6,1899.0,7.549609165154532,836.0,"Richard Dawkins' brilliant reformulation of the theory of natural selection has the rare distinction of having provoked as much excitement and interest outside the scientific community as within it. His theories have helped change the whole nature of the study of social biology, and have forced thousands to rethink their beliefs about life.",Genetics | Evolution | Biology Books,",#262 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Genetics (Audible Audiobooks & Originals),#2 in Evolution,#46 in Biology Books",262.0,16 hours and 12 minutes,972.0,Both,1,1,1,the selfish gene,richard dawkins,1001+,342
The Sense of an Ending,Julian Barnes,4.2,4.2,2049.0,7.625595072132453,467.0,"Man Booker Prize, Fiction, 2011",Contemporary Fiction (Books),",#8,330 in Contemporary Fiction (Books)",,4 hours and 37 minutes,277.0,Advanced Only,1,1,1,the sense of an ending,julian barnes,1001+,31
"The Serpent's Shadow: The Kane Chronicles, Book 3",Rick Riordan,4.7,4.7,1624.0,7.393263094763838,888.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the serpent's shadow: the kane chronicles, book 3",rick riordan,1001+,0
The Seven Spiritual Laws of Success,Deepak Chopra,4.5,4.5,3398.0,8.131236549696116,300.0,Unknown,"Business Careers | Personal Success | Mind, Body & Spirit",",#2,269 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#73 in Business Careers,#332 in Personal Success,#2,442 in Mind, Body & Spirit",2269.0,1 hour and 26 minutes,86.0,Both,0,1,1,the seven spiritual laws of success,deepak chopra,1001+,0
The Sherlock Holmes Collection,Arthur Conan Doyle,4.3,4.3,1877.0,7.537962659768208,99.0,"Sherlock Holmes is a fictional detective of the late 19th and early 20th centuries, who first appeared in publication in 1887. He is the creation of Scottish born author and physician Sir Arthur Conan Doyle. A brilliant London-based detective, Holmes is famous for his intellectual prowess, and is renowned for his skillful use of deductive reasoning (somewhat mistakenly - see inductive reasoning) and astute observation to solve difficult cases. He is arguably the most famous fictional detective ever created, and is one of the best known and most universally recognizable literary characters in any genre.",Mystery Anthologies & Short Stories | Traditional Detective Mysteries | Short Stories (Books),",#1,540 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Mystery Anthologies & Short Stories,#9 in Traditional Detective Mysteries,#686 in Short Stories (Books)",1540.0,67 hours and 44 minutes,4064.0,Both,1,1,1,the sherlock holmes collection,arthur conan doyle,1001+,609
The Signature of All Things,Elizabeth Gilbert,4.3,4.3,3809.0,8.245384468120747,1054.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the signature of all things,elizabeth gilbert,1001+,0
The Silk Roads: A New History of the World,Peter Frankopan,4.6,4.6,1793.0,7.492203042618741,1338.0,"The sun is setting on the Western world. Slowly but surely, the direction in which the world spins has reversed: where for the last five centuries the globe turned westward on its axis, it now turns to the east.... For centuries fame and fortune were to be found in the West - in the New World of the Americas. Today it is the East that calls out to those in search of adventure and riches. The region stretching from Eastern Europe and sweeping right across Central Asia, deep into China and India, is taking center stage in international politics, commerce, and culture - and is shaping the modern world. This region, the true center of the Earth, is obscure to many in the English-speaking world. Yet this is where civilization itself began, where the world's great religions were born and took root. The Silk Roads were no exotic series of connections but networks that linked continents and oceans together. Along them flowed ideas, goods, disease, and death. This was where empires were won - and where they were lost. As a new era emerges, the patterns of exchange are mirroring those that have criss-crossed Asia for millennia. The Silk Roads are rising again. A major reassessment of world history, The Silk Roads is an important account of the forces that have shaped the global economy and the political renaissance in the reemerging East.",History of Civilization | History of Civilization & Culture | Textbooks & Study Guides,",#665 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in History of Civilization,#28 in History of Civilization & Culture,#7,083 in Textbooks & Study Guides",665.0,24 hours and 14 minutes,1454.0,Both,1,1,1,the silk roads: a new history of the world,peter frankopan,1001+,1350
The Silmarillion,J. R. R. Tolkien,4.6,4.6,3609.0,8.191463051326927,11425.0,"A thoroughly enchanting tale that sets the trajectory for the cosmos of J.R.R. Tolkien's magnificent fantasy series Lord of the Rings and The Hobbit. Like the dark matter at the centre of every origin story, this is a must-listen for fans who want to delve deeper into this mythical world.",Epic Fantasy | Fantasy (Books) | Classic Fiction (Books),",#807 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#16 in Epic Fantasy,#545 in Fantasy (Books),#845 in Classic Fiction (Books)",807.0,14 hours and 49 minutes,889.0,Both,1,1,1,the silmarillion,j. r. r. tolkien,1001+,289
"The Sins of the Father: Clifton Chronicles, Book 2",Jeffrey Archer,4.5,4.5,5641.0,8.637993891561942,323.0,"The second book in Jeffrey Archer’s highly acclaimed The Clifton Chronicles, The Sins of the Father takes the reader on a breath-taking journey from the backstreets of Bristol to the boardrooms of Manhattan.",Fiction Sagas | Family Life Fiction | Suspense,",#2,483 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#26 in Fiction Sagas,#37 in Family Life Fiction,#85 in Suspense",2483.0,10 hours and 7 minutes,607.0,Both,1,1,1,"the sins of the father: clifton chronicles, book 2",jeffrey archer,1001+,207
The Snail and the Whale,Julia Donaldson,4.8,4.8,3515.0,8.165079258805068,323.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the snail and the whale,julia donaldson,1001+,0
"The Son of Neptune: The Heroes of Olympus, Book 2",Rick Riordan,4.7,4.7,3478.0,8.154500175151941,888.0,"Penguin presents, this downloadable, unabridged audiobook edition of the second title in this number one, bestselling spin-off series from Percy Jackson creator, Rick Riordan. This crazy messed up world of gods and monsters is Percy Jackson's reality, which pretty much sucks for him. Percy Jackson, son of Poseidon, God of the Sea, has woken from a very deep sleep and come face to face with two snake-haired ladies who refuse to die.",Unknown,",            5 star,          ,            ,              79%,            ,",,13 hours and 28 minutes,808.0,Both,1,0,1,"the son of neptune: the heroes of olympus, book 2",rick riordan,1001+,435
The Song of Achilles,Madeline Miller,4.6,4.6,4725.0,8.460834457746854,759.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the song of achilles,madeline miller,1001+,0
The Spy and the Traitor,Ben MacIntyre,4.7,4.7,3502.0,8.161375023197486,1093.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the spy and the traitor,ben macintyre,1001+,0
"The Starch Solution: Eat the Foods You Love, Regain Your Health, and Lose the Weight for Good!",John McDougall,4.6,4.6,2199.0,7.696212639346407,938.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the starch solution: eat the foods you love, regain your health, and lose the weight for good!",john mcdougall,1001+,0
The Starless Sea,Erin Morgenstern,4.3,4.3,2039.0,7.620705086838262,888.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the starless sea,erin morgenstern,1001+,0
"The Strange Death of Europe: Immigration, Identity, Islam",Douglas Murray,4.7,4.7,1910.0,7.555381944240273,721.0,"The Strange Death of Europe is a highly personal account of a continent and culture caught in the act of suicide. Declining birth rates, mass immigration, and cultivated self-distrust and self-hatred have come together to make Europeans unable to argue for themselves and incapable of resisting their own comprehensive alteration as a society and an eventual end.",Unknown,Unknown,,Unknown,,Both,1,0,0,"the strange death of europe: immigration, identity, islam",douglas murray,1001+,363
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.4,4.4,20306.0,9.918720933176717,10378.0,"In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be positive all the time so that we can truly become better, happier people.",Personal Success | Personal Development & Self-Help,",#3 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Personal Success,#16 in Personal Development & Self-Help",3.0,5 hours and 17 minutes,317.0,Both,1,1,1,the subtle art of not giving a f*ck: a counterintuitive approach to living a good life,mark manson,1001+,196
The Sun and Her Flowers,Rupi Kaur,4.6,4.6,5216.0,8.559677803022392,233.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the sun and her flowers,rupi kaur,1001+,0
The Sympathizer,Viet Thanh Nguyen,4.2,4.2,2441.0,7.80057265467065,721.0,Winner of the Pulitzer Prize for Fiction 2016.,Unknown,Unknown,,Unknown,,Both,1,0,0,the sympathizer,viet thanh nguyen,1001+,46
The Tales of Beedle the Bard,J.K. Rowling,4.6,4.6,3712.0,8.21959545417708,652.0,"Written by J.K. Rowling. Read by Sally Mortemore, Warwick Davis, Evanna Lynch, Jason Isaacs, Bonnie Wright, Noma Dumezweni and Jude Law.",Action & Adventure Fiction for Teens | Contemporary Fantasy | Fairy Tale Collections & Anthologies for Children,",#55 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Action & Adventure Fiction for Teens,#1 in Contemporary Fantasy,#1 in Fairy Tale Collections & Anthologies for Children",55.0,1 hour and 35 minutes,95.0,Both,1,1,1,the tales of beedle the bard,j.k. rowling,1001+,136
